player_id,trial_idx,domain,score,actions
3e2d83c1-634b-4421-9c2f-0449ddacf515,0,practice,12.0,[]
3e2d83c1-634b-4421-9c2f-0449ddacf515,1,practice,12.0,[]
3e2d83c1-634b-4421-9c2f-0449ddacf515,2,practice,12.0,[]
3e2d83c1-634b-4421-9c2f-0449ddacf515,3,practice,12.0,[]
3e2d83c1-634b-4421-9c2f-0449ddacf515,4,practice,12.0,"[{'inputs': [{'name': '2 of clubs', 'emoji': '🃒', 'tool': False, 'number': 2, 'suit': 0, 'value': 1, 'id': '1aa2d607-8717-458a-bedb-864298a8012f', 'x': 700, 'y': 151}, {'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'number': 5, 'suit': 3, 'value': 12, 'id': 'c6ab1e23-a5b6-4013-b8c5-77f4b62037f0', 'x': 699, 'y': 124}], 'output': {'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12}, 'time': 1752520653930}]"
3e2d83c1-634b-4421-9c2f-0449ddacf515,5,practice,9.0,"[{'inputs': [{'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': 'f5f8abf7-9596-4449-a812-98076f7c7c89', 'x': 502, 'y': 156}, {'name': '2 of clubs', 'emoji': '🃒', 'tool': False, 'number': 2, 'suit': 0, 'value': 1, 'id': '482507c0-5938-47ed-b221-af606e80e8d9', 'x': 496, 'y': 176}], 'output': {'name': '2 of diamonds', 'emoji': '🃂', 'tool': False, 'number': 2, 'suit': 1, 'value': 6, 'id': '482507c0-5938-47ed-b221-af606e80e8d9', 'x': 496, 'y': 176}, 'time': 1752520659162}, {'inputs': [{'name': '2 of diamonds', 'emoji': '🃂', 'tool': False, 'number': 2, 'suit': 1, 'value': 6, 'id': 'e7469480-cff1-46e3-ba18-be556f48463d', 'x': 502, 'y': 156, 'isLoading': False}, {'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'number': 5, 'suit': 3, 'value': 12, 'id': 'c24941f9-bdfb-4302-b5c6-688cc67135c6', 'x': 503, 'y': 169}], 'output': {'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12}, 'time': 1752520660894}, {'inputs': [{'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12, 'id': '81a65a9c-8fb0-483a-8d0f-75fdac4f5fda', 'x': 502, 'y': 156, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '6a35c2d5-a8cc-4878-8c18-7f92fdfa91cd', 'x': 513.86669921875, 'y': 174}], 'output': {'number': 6, 'suit': 3, 'name': '6 of hearts', 'emoji': '🂶', 'tool': False, 'value': 13, 'id': '81a65a9c-8fb0-483a-8d0f-75fdac4f5fda', 'x': 502, 'y': 156, 'isLoading': False}, 'time': 1752520663185}, {'inputs': [{'number': 6, 'suit': 3, 'name': '6 of hearts', 'emoji': '🂶', 'tool': False, 'value': 13, 'id': 'f738b2f0-7a66-4c70-aa0f-4b3aaefe8d2a', 'x': 502, 'y': 156, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': 'ab82906f-5208-41ff-abc1-326d03c45a95', 'x': 460, 'y': 174}], 'output': {'number': 6, 'suit': 0, 'name': '6 of clubs', 'emoji': '🃖', 'tool': False, 'value': 3, 'id': 'f738b2f0-7a66-4c70-aa0f-4b3aaefe8d2a', 'x': 502, 'y': 156, 'isLoading': False}, 'time': 1752520664191}, {'inputs': [{'number': 6, 'suit': 0, 'name': '6 of clubs', 'emoji': '🃖', 'tool': False, 'value': 3, 'id': 'f82a5154-245f-4718-a792-b1351fc955e8', 'x': 502, 'y': 156, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '599c61db-1aa9-4171-bc8c-59ead1554557', 'x': 524, 'y': 178}], 'output': {'number': 6, 'suit': 1, 'name': '6 of diamonds', 'emoji': '🃆', 'tool': False, 'value': 8, 'id': 'f82a5154-245f-4718-a792-b1351fc955e8', 'x': 502, 'y': 156, 'isLoading': False}, 'time': 1752520666262}, {'inputs': [{'number': 6, 'suit': 1, 'name': '6 of diamonds', 'emoji': '🃆', 'tool': False, 'value': 8, 'id': '79cb612c-1518-41bd-96e4-9fa628bceb58', 'x': 502, 'y': 156, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': 'fe0f5c36-3cf3-4b86-ba5d-8474fcdd7fdb', 'x': 496.8666687011719, 'y': 165}], 'output': {'number': 7, 'suit': 1, 'name': '7 of diamonds', 'emoji': '🃇', 'tool': False, 'value': 8, 'id': '79cb612c-1518-41bd-96e4-9fa628bceb58', 'x': 502, 'y': 156, 'isLoading': False}, 'time': 1752520667883}, {'inputs': [{'number': 7, 'suit': 1, 'name': '7 of diamonds', 'emoji': '🃇', 'tool': False, 'value': 8, 'id': '4a9cc906-b6b5-4764-9a0a-86cfc1113e09', 'x': 502, 'y': 156, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': 'bf676231-0a8d-40ea-952e-449e23530925', 'x': 536.86669921875, 'y': 171}], 'output': {'number': 8, 'suit': 1, 'name': '8 of diamonds', 'emoji': '🃈', 'tool': False, 'value': 9, 'id': '4a9cc906-b6b5-4764-9a0a-86cfc1113e09', 'x': 502, 'y': 156, 'isLoading': False}, 'time': 1752520669802}, {'inputs': [{'number': 8, 'suit': 1, 'name': '8 of diamonds', 'emoji': '🃈', 'tool': False, 'value': 9, 'id': 'd45de23a-668e-4a43-8c86-9ff1a51ea997', 'x': 502, 'y': 156, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': 'f145ffff-6340-4cb9-84cc-bcabcbc4cfc1', 'x': 531.86669921875, 'y': 165}], 'output': {'number': 9, 'suit': 1, 'name': '9 of diamonds', 'emoji': '🃉', 'tool': False, 'value': 9, 'id': 'd45de23a-668e-4a43-8c86-9ff1a51ea997', 'x': 502, 'y': 156, 'isLoading': False}, 'time': 1752520671593}]"
3e2d83c1-634b-4421-9c2f-0449ddacf515,6,practice,12.0,[]
3e2d83c1-634b-4421-9c2f-0449ddacf515,7,practice,13.0,"[{'inputs': [{'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'number': 5, 'suit': 3, 'value': 12, 'id': '4d4ed22f-92f1-441b-9c84-1597d89bcf73', 'x': 695.7000122070312, 'y': 144}, {'name': '2 of clubs', 'emoji': '🃒', 'tool': False, 'number': 2, 'suit': 0, 'value': 1, 'id': '39632143-89cd-4ae9-bc73-945ae1c15f6c', 'x': 745, 'y': 162}], 'output': {'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12}, 'time': 1752520681702}, {'inputs': [{'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12, 'id': '7bf35779-c853-49a9-b661-464bfb7e873b', 'x': 695.7000122070312, 'y': 144, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '3dee0af5-d305-4d72-be2f-71b88e99b7fb', 'x': 726.86669921875, 'y': 159}], 'output': {'number': 6, 'suit': 3, 'name': '6 of hearts', 'emoji': '🂶', 'tool': False, 'value': 13, 'id': '7bf35779-c853-49a9-b661-464bfb7e873b', 'x': 695.7000122070312, 'y': 144, 'isLoading': False}, 'time': 1752520684830}]"
ba7dc5bc-1808-4172-8f2c-bbea245a96ed,0,practice,2.0,"[{'inputs': [{'name': '2 of clubs', 'emoji': '🃒', 'tool': False, 'number': 2, 'suit': 0, 'value': 1, 'id': 'c654c5c1-c6ca-405d-9f2d-10e41a5786a7', 'x': 717, 'y': 125}, {'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'number': 5, 'suit': 3, 'value': 12, 'id': '8eae89bb-f2fa-4d7c-a60a-6f4982047d84', 'x': 741, 'y': 146}], 'output': {'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12}, 'time': 1752520739025}, {'inputs': [{'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12, 'id': '12e2d48b-9446-424f-b990-bc04a1997f93', 'x': 717, 'y': 125, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '7229ebb8-62e6-4c22-86ad-5336d7c43e84', 'x': 739, 'y': 135}], 'output': {'number': 5, 'suit': 0, 'name': '5 of clubs', 'emoji': '🃕', 'tool': False, 'value': 2, 'id': '12e2d48b-9446-424f-b990-bc04a1997f93', 'x': 717, 'y': 125, 'isLoading': False}, 'time': 1752520740358}]"
34cba84e-5cb3-47d8-b7b1-f1d30ae36b91,0,practice,0.0,"[{'inputs': [{'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '6e6dd574-1f9c-4f35-ab4f-3122b28ab2bf', 'x': 606.9666748046875, 'y': 161}, {'name': '2 of clubs', 'emoji': '🃒', 'tool': False, 'number': 2, 'suit': 0, 'value': 1, 'id': 'c2897fd5-7ede-4924-a6f5-49a3270e161f', 'x': 629.4833374023438, 'y': 176}], 'output': {'name': '2 of diamonds', 'emoji': '🃂', 'tool': False, 'number': 2, 'suit': 1, 'value': 6, 'id': 'c2897fd5-7ede-4924-a6f5-49a3270e161f', 'x': 629.4833374023438, 'y': 176}, 'time': 1752520690422}, {'inputs': [{'name': '2 of diamonds', 'emoji': '🃂', 'tool': False, 'number': 2, 'suit': 1, 'value': 6, 'id': '7351452a-806a-4cd8-b01e-206d45472207', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '68920a52-0ec4-4d2f-ab03-c71d63ff7fbe', 'x': 594.3666381835938, 'y': 159.40000915527344}], 'output': {'name': '3 of diamonds', 'emoji': '🃃', 'tool': False, 'number': 3, 'suit': 1, 'value': 6, 'id': '7351452a-806a-4cd8-b01e-206d45472207', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520693083}, {'inputs': [{'name': '3 of diamonds', 'emoji': '🃃', 'tool': False, 'number': 3, 'suit': 1, 'value': 6, 'id': 'e0ad70bf-7a26-431e-baa8-f65d4377b2e2', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'number': 5, 'suit': 3, 'value': 12, 'id': '788f53f8-cf31-4529-9cd1-b3b329ae5150', 'x': 629.3999633789062, 'y': 160.25}], 'output': {'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12}, 'time': 1752520697410}, {'inputs': [{'number': 5, 'suit': 3, 'name': '5 of hearts', 'emoji': '🂵', 'tool': False, 'value': 12, 'id': 'b90abe0d-c6ff-412b-8d6b-e3989496fea2', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '252ede6e-b0ab-4cbe-88b6-dd5c71a6e4c5', 'x': 586.183349609375, 'y': 181}], 'output': {'number': 6, 'suit': 3, 'name': '6 of hearts', 'emoji': '🂶', 'tool': False, 'value': 13, 'id': 'b90abe0d-c6ff-412b-8d6b-e3989496fea2', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520701466}, {'inputs': [{'number': 6, 'suit': 3, 'name': '6 of hearts', 'emoji': '🂶', 'tool': False, 'value': 13, 'id': '507e7a63-0e5d-45f4-9ee0-9a46df2f64cc', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '74291f40-8070-47d8-bdcb-a0c201211251', 'x': 603.183349609375, 'y': 177}], 'output': {'number': 7, 'suit': 3, 'name': '7 of hearts', 'emoji': '🂷', 'tool': False, 'value': 13, 'id': '507e7a63-0e5d-45f4-9ee0-9a46df2f64cc', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520703584}, {'inputs': [{'number': 7, 'suit': 3, 'name': '7 of hearts', 'emoji': '🂷', 'tool': False, 'value': 13, 'id': '2620feda-5ded-42b2-92d7-749ac4b8f5f3', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '15577393-918f-43ba-b3af-3ad7bcd4c544', 'x': 588.183349609375, 'y': 185}], 'output': {'number': 8, 'suit': 3, 'name': '8 of hearts', 'emoji': '🂸', 'tool': False, 'value': 14, 'id': '2620feda-5ded-42b2-92d7-749ac4b8f5f3', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520705656}, {'inputs': [{'number': 8, 'suit': 3, 'name': '8 of hearts', 'emoji': '🂸', 'tool': False, 'value': 14, 'id': '1aa1c3e7-c8b8-4860-869f-2818d57dea41', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '2b087efd-a496-4a30-99ea-56f728420b50', 'x': 593.183349609375, 'y': 185}], 'output': {'number': 9, 'suit': 3, 'name': '9 of hearts', 'emoji': '🂹', 'tool': False, 'value': 14, 'id': '1aa1c3e7-c8b8-4860-869f-2818d57dea41', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520707743}, {'inputs': [{'number': 9, 'suit': 3, 'name': '9 of hearts', 'emoji': '🂹', 'tool': False, 'value': 14, 'id': '90b1760d-7c9a-4aae-9c20-00d57cda65a4', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '90f29190-9589-46eb-8a86-3d40d6b77aad', 'x': 597.183349609375, 'y': 178}], 'output': {'number': 10, 'suit': 3, 'name': '10 of hearts', 'emoji': '🂺', 'tool': False, 'value': 15, 'id': '90b1760d-7c9a-4aae-9c20-00d57cda65a4', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520710313}, {'inputs': [{'number': 10, 'suit': 3, 'name': '10 of hearts', 'emoji': '🂺', 'tool': False, 'value': 15, 'id': '31a77406-86b7-4215-91cb-ad445b37e775', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '3ca5cc5a-2fe3-4a68-a1db-d6c670d990ce', 'x': 642.9666748046875, 'y': 185}], 'output': {'number': 10, 'suit': 0, 'name': '10 of clubs', 'emoji': '🃚', 'tool': False, 'value': 5, 'id': '31a77406-86b7-4215-91cb-ad445b37e775', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520713302}, {'inputs': [{'number': 10, 'suit': 0, 'name': '10 of clubs', 'emoji': '🃚', 'tool': False, 'value': 5, 'id': 'bd196e6c-2c3e-47c6-bedf-dbe1015d368e', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': 'a6a731db-2945-4b3f-9c95-028073519ffe', 'x': 612.9666748046875, 'y': 184}], 'output': {'number': 10, 'suit': 1, 'name': '10 of diamonds', 'emoji': '🃊', 'tool': False, 'value': 10, 'id': 'bd196e6c-2c3e-47c6-bedf-dbe1015d368e', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520716438}, {'inputs': [{'number': 10, 'suit': 1, 'name': '10 of diamonds', 'emoji': '🃊', 'tool': False, 'value': 10, 'id': 'db819e4a-ff87-493b-b319-fc5553382b2f', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': 'd5258e02-de27-40c5-ad9d-59fb66e3a78a', 'x': 621.9666748046875, 'y': 181}], 'output': {'number': 10, 'suit': 2, 'name': '10 of spades', 'emoji': '🂪', 'tool': False, 'value': 5, 'id': 'db819e4a-ff87-493b-b319-fc5553382b2f', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520719003}, {'inputs': [{'number': 10, 'suit': 2, 'name': '10 of spades', 'emoji': '🂪', 'tool': False, 'value': 5, 'id': 'a0806e37-5550-4d4e-aa1f-c2e220d217d9', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '887667da-5766-40be-9d62-dbcf72c14d75', 'x': 621.9666748046875, 'y': 173}], 'output': {'number': 10, 'suit': 3, 'name': '10 of hearts', 'emoji': '🂺', 'tool': False, 'value': 15, 'id': 'a0806e37-5550-4d4e-aa1f-c2e220d217d9', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520721613}, {'inputs': [{'number': 10, 'suit': 3, 'name': '10 of hearts', 'emoji': '🂺', 'tool': False, 'value': 15, 'id': '93c5d580-8107-4972-b075-c2f37547918a', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '366c8620-aef9-4003-a996-ad3f1a69ff9a', 'x': 602.183349609375, 'y': 171}], 'output': {'number': 11, 'suit': 3, 'name': 'jack of hearts', 'emoji': '🂻', 'tool': False, 'value': 20, 'id': '93c5d580-8107-4972-b075-c2f37547918a', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520724121}, {'inputs': [{'number': 11, 'suit': 3, 'name': 'jack of hearts', 'emoji': '🂻', 'tool': False, 'value': 20, 'id': '640329fe-8119-4484-ba71-50d7c25c5072', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '5807132c-54c8-4d2e-9452-752e2cf03a4e', 'x': 618.183349609375, 'y': 175}], 'output': {'number': 12, 'suit': 3, 'name': 'queen of hearts', 'emoji': '🂽', 'tool': False, 'value': -2, 'id': '640329fe-8119-4484-ba71-50d7c25c5072', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520726291}, {'inputs': [{'number': 12, 'suit': 3, 'name': 'queen of hearts', 'emoji': '🂽', 'tool': False, 'value': -2, 'id': 'ed91678f-85f6-4ccf-8a2c-178e2aeee80a', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '733cda12-6f4c-4785-afca-09f48f9acad1', 'x': 640.183349609375, 'y': 172}], 'output': {'number': 13, 'suit': 3, 'name': 'king of hearts', 'emoji': '🂾', 'tool': False, 'value': -4, 'id': 'ed91678f-85f6-4ccf-8a2c-178e2aeee80a', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520728218}, {'inputs': [{'number': 13, 'suit': 3, 'name': 'king of hearts', 'emoji': '🂾', 'tool': False, 'value': -4, 'id': 'd9a9b80d-5917-4e2d-a4c7-77cca286eb3f', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '0c1d75e2-8eec-4cff-ac2d-52374f1b70b7', 'x': 616.183349609375, 'y': 171}], 'output': {'number': 14, 'suit': 3, 'name': 'ace of hearts', 'emoji': '🂱', 'tool': False, 'value': -6, 'id': 'd9a9b80d-5917-4e2d-a4c7-77cca286eb3f', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520730297}, {'inputs': [{'number': 14, 'suit': 3, 'name': 'ace of hearts', 'emoji': '🂱', 'tool': False, 'value': -6, 'id': '75677c66-0b51-4333-9546-dc1c7c68d712', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '5df0dd3a-3521-4d3e-9286-f3029e20cebd', 'x': 634.183349609375, 'y': 175}], 'output': {'number': 14, 'suit': 3, 'name': 'ace of hearts', 'emoji': '🂱', 'tool': False, 'value': -6, 'id': '75677c66-0b51-4333-9546-dc1c7c68d712', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520732317}, {'inputs': [{'number': 14, 'suit': 3, 'name': 'ace of hearts', 'emoji': '🂱', 'tool': False, 'value': -6, 'id': '157f13bd-f24c-4439-a215-ea1bc4093e71', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '1e7e4f84-aee8-4b83-b5d1-42982ee679c0', 'x': 603.183349609375, 'y': 174}], 'output': {'number': 14, 'suit': 3, 'name': 'ace of hearts', 'emoji': '🂱', 'tool': False, 'value': -6, 'id': '157f13bd-f24c-4439-a215-ea1bc4093e71', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520734427}, {'inputs': [{'number': 14, 'suit': 3, 'name': 'ace of hearts', 'emoji': '🂱', 'tool': False, 'value': -6, 'id': 'c2c6c4a3-b6e9-4d12-a89f-c7ab99040926', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '6734999d-b928-4aff-999c-af9b996a8dbb', 'x': 623.9666748046875, 'y': 174}], 'output': {'number': 14, 'suit': 0, 'name': 'ace of clubs', 'emoji': '🃑', 'tool': False, 'value': -16, 'id': 'c2c6c4a3-b6e9-4d12-a89f-c7ab99040926', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520736164}, {'inputs': [{'number': 14, 'suit': 0, 'name': 'ace of clubs', 'emoji': '🃑', 'tool': False, 'value': -16, 'id': 'cb4fe6ca-ca5b-415d-bf55-b4137f38b2ed', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '86ae43bc-4d9b-42be-bcc9-ae637a2aeed6', 'x': 616.9666748046875, 'y': 181}], 'output': {'number': 14, 'suit': 1, 'name': 'ace of diamonds', 'emoji': '🃁', 'tool': False, 'value': -11, 'id': 'cb4fe6ca-ca5b-415d-bf55-b4137f38b2ed', 'x': 606.9666748046875, 'y': 161, 'isLoading': False}, 'time': 1752520738219}, {'inputs': [{'number': 14, 'suit': 1, 'name': 'ace of diamonds', 'emoji': '🃁', 'tool': False, 'value': -11, 'id': '8029658b-778b-45ba-bf7d-afd1b0a48992', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '9135b4c7-afbf-485e-b52a-197deedee487', 'x': 688.9666748046875, 'y': 183}], 'output': {'number': 14, 'suit': 2, 'name': 'ace of spades', 'emoji': '🂡', 'tool': False, 'value': -16, 'id': '8029658b-778b-45ba-bf7d-afd1b0a48992', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, 'time': 1752520742623}, {'inputs': [{'number': 14, 'suit': 2, 'name': 'ace of spades', 'emoji': '🂡', 'tool': False, 'value': -16, 'id': '19e0ade7-74f4-40f3-8ffa-cdfa7a2e4825', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': '8a479d5a-9417-455e-9ba8-158f3dd98013', 'x': 704.9666748046875, 'y': 177}], 'output': {'number': 14, 'suit': 3, 'name': 'ace of hearts', 'emoji': '🂱', 'tool': False, 'value': -6, 'id': '19e0ade7-74f4-40f3-8ffa-cdfa7a2e4825', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, 'time': 1752520744305}, {'inputs': [{'number': 14, 'suit': 3, 'name': 'ace of hearts', 'emoji': '🂱', 'tool': False, 'value': -6, 'id': '65d7caee-140b-49db-88af-7409d458e40a', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, {'name': 'suit swapper', 'emoji': '🃏', 'tool': True, 'id': 'fca6fd28-c902-4125-a124-22c28b3cc46e', 'x': 636.9666748046875, 'y': 178}], 'output': {'number': 14, 'suit': 0, 'name': 'ace of clubs', 'emoji': '🃑', 'tool': False, 'value': -16, 'id': '65d7caee-140b-49db-88af-7409d458e40a', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, 'time': 1752520746274}, {'inputs': [{'number': 14, 'suit': 0, 'name': 'ace of clubs', 'emoji': '🃑', 'tool': False, 'value': -16, 'id': '0653c336-4ca4-447a-9262-8802d802cba2', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': 'd04f7c9f-8d9e-443a-b8cc-c2df15090068', 'x': 679.183349609375, 'y': 178}], 'output': {'number': 14, 'suit': 0, 'name': 'ace of clubs', 'emoji': '🃑', 'tool': False, 'value': -16, 'id': '0653c336-4ca4-447a-9262-8802d802cba2', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, 'time': 1752520748166}, {'inputs': [{'number': 14, 'suit': 0, 'name': 'ace of clubs', 'emoji': '🃑', 'tool': False, 'value': -16, 'id': '6b6d3a11-a72e-466a-9f19-aae558f1c21e', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, {'name': 'number increaser', 'emoji': '➕', 'tool': True, 'id': '0c2b062e-be37-446c-a802-85b4099f8dce', 'x': 604.183349609375, 'y': 176}], 'output': {'number': 14, 'suit': 0, 'name': 'ace of clubs', 'emoji': '🃑', 'tool': False, 'value': -16, 'id': '6b6d3a11-a72e-466a-9f19-aae558f1c21e', 'x': 626.9666748046875, 'y': 155.93333435058594, 'isLoading': False}, 'time': 1752520749908}]"
